CICLO,CP,LOJA,REGIONAL,UF,CANAL,SKU,PRODUTO,UN DO MATERIAL,CATEGORIA,SUB CATEGORIA,CAMPANHA,MARCA,COLABORE,VOLUME PEDIDO SUGESTÃO,VOLUME PEDIDO COLOCADO,GIRO (%),VOLUME PEDIDO FATURADO,LOCAL
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,56141,ESTJ LILY LEAU DE MAES/24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,ESSENCE,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,56141,ESTJ LILY LEAU DE MAES/24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,ESSENCE,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,56141,ESTJ LILY LEAU DE MAES/24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,ESSENCE,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,5,5,0.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,5,5,20.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,4,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,4,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,3,2,0.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,57077,FLORATTA SHOWER GEL CPO BLUE V2 75g,BOT,SABONETE CORPO,MULTIFUNCIONAL,DATAS IGUAIS,FLORATTA,Não,3,5,0.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,1,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,2,100.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,1,0.00%,1,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,57088,EGEO SHW GEL CAB/CPO BLUE V2 100g,BOT,SABONETE CORPO,MULTIFUNCIONAL,BOLETO TURBINADO BOT C13'26,EGEO,Não,4,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,17,17,0.00%,17,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,15,15,0.00%,15,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,29,29,3.45%,29,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,3,3,33.33%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,15,15,20.00%,15,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,58357,CBEM SAB BARRA PESSEGUR/GOST 4x80g,BOT,SABONETE CORPO,CORPO,BOLETO TURBINADO BOT C13'26,CUIDE-SE BEM,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,5,2,100.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,4,2,100.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,5,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,4,2,100.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,58930,ESTJ MA CHERIE 24,BOT,GIFTS,ESTOJO ED LIMITADA,DIAS DE PRESENTE_C13'26,MA CHERIE,Não,3,2,50.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,7,7,0.00%,7,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,4,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,4,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,1,0.00%,1,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,58980,REF NSPA LOC DES HID CP UVA MERLOT 350ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,59034,MALBEC COND TRAT ANTIC CUIDADOS V3 250ml,BOT,CABELOS,CONDICIONADOR,BOLETO TURBINADO BOT C13'26,MALBEC,Não,3,1,0.00%,1,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,11,5,0.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,7,4,25.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,6,4,25.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,7,2,0.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,71815,EGEO CREM DES HID CPO SUFLE CHOC 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,EGEO,Não,3,3,66.67%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,5,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,4,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,77129,BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,3,4,25.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,5,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,5,5,0.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,5,5,0.00%,5,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,4,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,80849,REF LILY CR AC HID DES CPO LUMIERE 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,DATAS IGUAIS,ESSENCE,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,11,11,9.09%,11,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,16,16,31.25%,16,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,20,20,15.00%,20,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,3,4,0.00%,4,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,83960,ARBO DES ANTIT AER 75ml V9,BOT,DESODORANTES,DESODORANTE MASCULINO,BOLETO TURBINADO BOT C13'26,ARBO,Não,33,33,24.24%,33,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,1,0.00%,1,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,2,0.00%,2,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,1,0.00%,1,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,84241,REF BOTIK MASC FAC RESET NOT AC/GLIC 40g,BOT,CUIDADOS FACIAIS,HIDRATANTES E TRATAMENTOS,FLASH PROMO BOT C13'26,BOTIK,Não,4,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,7,14.29%,7,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,3,0.00%,3,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,85052,REF NSPA OL GLOR D H CPO AMEIX/NEG 150ml,BOT,ÓLEOS,CUIDADOS COM O CORPO,BOLETO TURBINADO BOT C13'26,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,48,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,25,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,42,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,45,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,67,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,85427,NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,NATIVA SPA,Não,15,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,18,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,15,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,17,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,85481,MALBEC DES COL BLACK LEGEND PRM 10ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,MALBEC,Não,26,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,85677,CBEM LOC DES HID CPO CER/FASES PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,CUIDE-SE BEM,Não,35,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,85677,CBEM LOC DES HID CPO CER/FASES PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,CUIDE-SE BEM,Não,67,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,85677,CBEM LOC DES HID CPO CER/FASES PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,CUIDE-SE BEM,Não,53,0,0.00%,0,INTERIOR
Ciclo 13 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,85677,CBEM LOC DES HID CPO CER/FASES PRM 50ml,BOT,SUPORTE À VENDA,PRM,BOLETO PROMOCIONAL BOT C13'26,CUIDE-SE BEM,Não,15,0,0.00%,0,INTERIOR
