Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033818495;LINDA DES COL FELICIDADE V2 100ml;4,000;429,55;107,39;147,52;0,00;0,00;282,03;65,66;191,18;16,64;16,64;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033865055;REF CASA 214 AROMAT VAR VAN/SUBLIM 250ml;3,000;303,33;101,11;77,10;0,00;0,00;226,23;74,58;293,42;13,35;29,98;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033885602;MALBEC DES ANTIT ROLL V10 55ml;8,000;210,75;26,34;41,28;0,00;0,00;169,47;80,41;410,54;10,00;39,98;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033843923;MALBEC DES COL BLACK V2 100ml;1,000;206,08;206,08;53,57;0,00;0,00;152,51;74,01;284,69;9,00;48,98;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033830596;CELEBRE DES COL FOUG AROM FORC 100ml;1,000;119,90;119,90;20,02;0,00;0,00;99,88;83,30;498,90;5,89;54,87;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033757558;MAKE B BAS PO MINERAL 30 55G;1,000;102,87;102,87;25,29;0,00;0,00;77,58;75,42;306,76;4,58;59,45;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033880157;MAKE B BAT LIQ MAT AC/POL DEEP/RO V2 5ml;2,000;104,69;52,34;27,92;0,00;0,00;76,77;73,33;274,96;4,53;63,98;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033483037;FLORATTA DES COL RED V2 75ml;1,000;110,24;110,24;36,07;0,00;0,00;74,17;67,28;205,63;4,38;68,35;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486342;DREAM DES COL SPLSH AMOR NO AR 200ml V2;1,000;93,61;93,61;26,75;0,00;0,00;66,86;71,42;249,94;3,94;72,30;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033902194;CBEM DES COL BDY SPLSH DEL/CARAM 200ml;1,000;94,90;94,90;34,73;0,00;0,00;60,17;63,40;173,25;3,55;75,85;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033903740;PMPCK QUASAR DES BODY SPRAY BLUE;1,000;52,40;52,40;0,00;0,00;0,00;52,40;100,00;0,00;3,09;78,94;A;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486809;REF NSPA LOC FIRM D H CPO QUIN 400ml V2;1,000;69,90;69,90;17,54;0,00;0,00;52,36;74,91;298,52;3,09;82,03;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033844876;LINDA LOC DES HID CPO IRRESISTIVEL 200ml;1,000;69,90;69,90;21,77;0,00;0,00;48,13;68,86;221,08;2,84;84,87;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033524686;BOTIK GEL LIM FAC MIC AC MAN/SAL 50g PRM;3,000;42,50;14,17;0,00;0,00;0,00;42,50;100,00;0,00;2,51;87,38;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033595174;REF NSPA LOC DES HID CPO AMEIXA 350ml;2,000;62,91;31,45;21,04;0,00;0,00;41,87;66,56;199,00;2,47;89,85;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033521593;INTENSE BAT LIQ TINT 16H SUPF 245 V3 5ml;1,000;57,11;57,11;27,20;0,00;0,00;29,91;52,37;109,96;1,76;91,61;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033896936;MATCH SHAMP ESC/HID 300ml;1,000;47,90;47,90;21,32;0,00;0,00;26,58;55,49;124,67;1,57;93,18;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033856756;CBEM CR RELAX CER/FASES 200g;2,000;57,86;28,93;33,02;0,00;0,00;24,84;42,93;75,23;1,47;94,64;B;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033874521;MALBEC SAB BARRA CUIDADOS 4x80g;1,000;37,73;37,73;13,76;0,00;0,00;23,97;63,53;174,20;1,41;96,06;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033944996;CBEM SAB BARRA PESSEGURA V3 4x80g;1,000;35,74;35,74;12,70;0,00;0,00;23,04;64,47;181,42;1,36;97,42;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033881994;CBEM CR HID MAOS NUVEM V5 45g;1,000;37,09;37,09;15,05;0,00;0,00;22,04;59,42;146,45;1,30;98,72;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033511655;CBEM SAB BARRA ROSA/ALGODAO 4x80g;1,000;35,74;35,74;13,78;0,00;0,00;21,96;61,44;159,36;1,30;100,01;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033808885;UOMINI DES BDY SPR INFINITE 100ml;1,000;37,03;37,03;24,05;0,00;0,00;12,98;35,05;53,97;0,77;100,78;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033909544;GLAMOUR DES COL INTENSE PRM 10ml;1,000;15,77;15,77;6,19;0,00;0,00;9,58;60,75;154,77;0,57;101,34;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033957996;NSPA CR PERF DES HID CP AMX/INT PRM 50ml;4,000;0,04;0,01;8,92;0,00;0,00;-8,88;-22200,00;-99,55;-0,52;100,82;C;;
18/08/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033881376;FLORATTA EDP ROSE SUCREE PRM 10ml;2,000;0,02;0,01;13,92;0,00;0,00;-13,90;-69500,00;-99,86;-0,82;100,00;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033881352;FLORATTA EDP ROSE SUCREE 75ml;2,000;431,46;215,73;103,18;0,00;0,00;328,28;76,09;318,16;9,30;9,30;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033479054;BOTICOLL ACQUA FRESCA DES COL 100ml V2;6,000;455,89;75,98;143,88;0,00;0,00;312,01;68,44;216,85;8,83;18,13;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033481392;COFFEE DES COL WOMAN SEDUC 100ml V5;2,000;338,24;169,12;83,66;0,00;0,00;254,58;75,27;304,30;7,21;25,34;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033512430;QUASAR DES COL CLASSIC 100ml;3,000;407,54;135,85;179,34;0,00;0,00;228,20;55,99;127,24;6,46;31,80;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033818495;LINDA DES COL FELICIDADE V2 100ml;3,000;274,05;91,35;110,61;0,00;0,00;163,44;59,64;147,76;4,63;36,43;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033956494;ESTJ ZAAD INTENSE PAIS/26;1,000;303,26;303,26;142,20;0,00;0,00;161,06;53,11;113,26;4,56;40,99;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033740437;LINDA DES COL V4 100ml;1,000;205,26;205,26;58,15;0,00;0,00;147,11;71,67;252,98;4,17;45,16;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033857975;REF ELYSEE CR DES HID ACET CPO V2 200g;2,000;159,96;79,98;24,58;0,00;0,00;135,38;84,63;550,77;3,83;48,99;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033894208;REF NSPA LOC DES H CP ORQ/NOIRE V2 350ml;5,000;193,03;38,61;66,85;0,00;0,00;126,18;65,37;188,75;3,57;52,56;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033909537;GLAMOUR DES COL INTENSE 75ml;1,000;161,40;161,40;38,43;0,00;0,00;122,97;76,19;319,98;3,48;56,04;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033843879;MALBEC DES COL V6 100ml;1,000;205,25;205,25;82,58;0,00;0,00;122,67;59,77;148,55;3,47;59,52;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033483136;FLORATTA DES COL ROSE V4 75ml;1,000;150,25;150,25;30,70;0,00;0,00;119,55;79,57;389,41;3,39;62,90;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033880195;BOTICA 214 EDP DARK MINT V3 90ml;1,000;164,86;164,86;47,84;0,00;0,00;117,02;70,98;244,61;3,31;66,22;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033222490;FREE DES COL BOTICOLL 100ml V4;1,000;154,10;154,10;59,44;0,00;0,00;94,66;61,43;159,25;2,68;68,90;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033482801;NSPA DES COL BDY SPLSH AMEI/NEG 200ml V2;1,000;102,58;102,58;19,86;0,00;0,00;82,72;80,64;416,52;2,34;71,24;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033479085;DREAM DES COL SPLSH VIAG/ENC 200ml V2;1,000;107,91;107,91;29,10;0,00;0,00;78,81;73,03;270,82;2,23;73,47;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033880829;NSPA LOC DES HID CPO AMEIX/NEG V4 400ml;1,000;83,92;83,92;16,85;0,00;0,00;67,07;79,92;398,04;1,90;75,37;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033877959;MAKE B BASE LIQ HYALURONIC 210Q 30ml;1,000;94,28;94,28;32,09;0,00;0,00;62,19;65,96;193,80;1,76;77,13;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033837564;COFFEE DES COL WOMAN LUCKY 100ML;1,000;100,96;100,96;40,29;0,00;0,00;60,67;60,09;150,58;1,72;78,85;A;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033903788;PMPCK FLORATTA DES BODY SPRAY RED;1,000;74,07;74,07;16,85;0,00;0,00;57,22;77,25;339,58;1,62;80,47;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033874781;BOTIK GEL LIMP FAC VITAM C V2 200g;1,000;87,90;87,90;30,90;0,00;0,00;57,00;64,85;184,47;1,61;82,08;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033539291;MALBEC DES ANTIT AER GOLD V3 75g;2,000;75,28;37,64;22,04;0,00;0,00;53,24;70,72;241,56;1,51;83,59;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033944996;CBEM SAB BARRA PESSEGURA V3 4x80g;3,000;84,79;28,26;32,10;0,00;0,00;52,69;62,14;164,14;1,49;85,08;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033903764;PMPCK QUASAR DES BODY SPRAY RUSH;1,000;68,16;68,16;16,82;0,00;0,00;51,34;75,32;305,23;1,45;86,54;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533862;BOTIK PROT SOL FAC FPS 80 AC/HIAL 40ml;1,000;77,94;77,94;26,84;0,00;0,00;51,10;65,56;190,39;1,45;87,98;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033501250;MALBEC DES BDY SPR ULTRA BLEU 100ml;2,000;66,83;33,41;16,16;0,00;0,00;50,67;75,82;313,55;1,43;89,42;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033766215;DREAM DES COL CEU/BAUN 200ml;1,000;96,80;96,80;46,25;0,00;0,00;50,55;52,22;109,30;1,43;90,85;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033830596;CELEBRE DES COL FOUG AROM FORC 100ml;1,000;95,99;95,99;45,88;0,00;0,00;50,11;52,20;109,22;1,42;92,27;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033483037;FLORATTA DES COL RED V2 75ml;1,000;114,18;114,18;68,42;0,00;0,00;45,76;40,08;66,88;1,30;93,56;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033771837;LIZ CREM DES HID CPO 250g;2,000;74,90;37,45;29,74;0,00;0,00;45,16;60,29;151,85;1,28;94,84;B;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033490257;FLORATTA DES BDY SPR ROSE 100ml V8;1,000;45,45;45,45;7,68;0,00;0,00;37,77;83,10;491,80;1,07;95,91;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033595174;REF NSPA LOC DES HID CPO AMEIXA 350ml;2,000;56,43;28,21;20,80;0,00;0,00;35,63;63,14;171,30;1,01;96,92;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033486854;COFFEE LOC HID DES CPO W/SEDUC 200ml V2;1,000;61,59;61,59;29,13;0,00;0,00;32,46;52,70;111,43;0,92;97,84;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033945108;BOTIK BALM LAB HID AC/HIALUR V2 32g;1,000;34,27;34,27;11,12;0,00;0,00;23,15;67,55;208,18;0,66;98,50;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033471515;CBEM DES ANTIT AER S/ALUM 90g/150ml;1,000;39,90;39,90;18,52;0,00;0,00;21,38;53,58;115,44;0,61;99,10;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533732;NSPA SHAMP AMEIXA DOURADA 300ml;1,000;26,45;26,45;9,27;0,00;0,00;17,18;64,95;185,33;0,49;99,59;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033528578;MA CHERIE LOC DES HID CPO JEANS 200ml;1,000;27,07;27,07;11,35;0,00;0,00;15,72;58,07;138,50;0,45;100,03;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033561865;MATCH SHAMP NUTRICAO PROFUNDA 50ml;1,000;17,01;17,01;4,44;0,00;0,00;12,57;73,90;283,11;0,36;100,39;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033482856;NSPA SAB LIQ CPO AMEI 200ml V3;1,000;27,45;27,45;16,13;0,00;0,00;11,32;41,24;70,18;0,32;100,71;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533749;NSPA MASC CAP COND AMEI DOUR 200ml;1,000;33,95;33,95;23,58;0,00;0,00;10,37;30,54;43,98;0,29;101,00;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033948994;CBEM GEL LIMP FAC FEIR TANGERINA PRM 50g;1,000;14,56;14,56;6,66;0,00;0,00;7,90;54,26;118,62;0,22;101,23;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033765997;INTENSE LAP BAT VERMELHO 12g;1,000;12,88;12,88;5,97;0,00;0,00;6,91;53,65;115,75;0,20;101,42;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033035298;CAIXA M INST 2021 ROSA ECONOMICA;2,000;6,89;3,44;0,00;0,00;0,00;6,89;100,00;0,00;0,20;101,62;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033836994;MATCH COND OL CONTROLADA 280ml;1,000;24,95;24,95;19,80;0,00;0,00;5,15;20,64;26,01;0,15;101,76;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033772728;MEN SHAMP CAB/BARBA 200ml;1,000;19,95;19,95;15,85;0,00;0,00;4,10;20,55;25,87;0,12;101,88;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533411;INTENSE BAT CREM VERM 310 V2 38g;1,000;19,08;19,08;15,22;0,00;0,00;3,86;20,23;25,36;0,11;101,99;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033566051;DR BOTICA SHAMP POC ESPUM V3 400ml;1,000;28,89;28,89;25,81;0,00;0,00;3,08;10,66;11,93;0,09;102,08;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033888528;CARTAO PRESENTE BOTICARIO MAES 25 UNIT;2,000;0,94;0,47;0,00;0,00;0,00;0,94;100,00;0,00;0,03;102,10;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033965847;SACOLA M AMOR 2026 2025 BOTI UNIT;4,000;0,04;0,01;0,00;0,00;0,00;0,04;100,00;0,00;0,00;102,10;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033869855;HER CODE EDP CLIMAX PRM 10ml;1,000;0,01;0,01;1,23;0,00;0,00;-1,22;-12200,00;-99,19;-0,03;102,07;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033908219;SACOLA P BOTICARIO INST/25;1,000;0,01;0,01;1,31;0,00;0,00;-1,30;-13000,00;-99,24;-0,04;102,03;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033889716;LIZ DES COL D ESSENCE PRM 10ml;1,000;0,01;0,01;6,95;0,00;0,00;-6,94;-69400,00;-99,86;-0,20;101,84;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033949083;MAKE B PRIMER FAC ANTIOL SALIC PRM 5ml;2,000;0,02;0,01;9,80;0,00;0,00;-9,78;-48900,00;-99,80;-0,28;101,56;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033841073;GLAMOUR DES ANTIT AER GOLD GLAM 75g;2,000;21,65;10,82;34,56;0,00;0,00;-12,91;-59,63;-37,36;-0,37;101,19;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033957996;NSPA CR PERF DES HID CP AMX/INT PRM 50ml;7,000;0,07;0,01;15,62;0,00;0,00;-15,55;-22214,29;-99,55;-0,44;100,75;C;;
18/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033536863;CBEM LOC DES HID CPO FEIRA BANANA 400ml;1,000;0,01;0,01;26,59;0,00;0,00;-26,58;-265800,00;-99,96;-0,75;100,00;C;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033909537;GLAMOUR DES COL INTENSE 75ml;2,000;329,54;164,77;76,86;0,00;0,00;252,68;76,68;328,75;8,68;8,68;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033775170;LILY EDP LOVE 75ML V2;1,000;310,83;310,83;104,35;0,00;0,00;206,48;66,43;197,87;7,09;15,76;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033507320;UOMINI DES COL SPIRIT 100ml;1,000;200,00;200,00;29,23;0,00;0,00;170,77;85,39;584,23;5,86;21,63;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033479054;BOTICOLL ACQUA FRESCA DES COL 100ml V2;2,000;202,13;101,06;47,98;0,00;0,00;154,15;76,26;321,28;5,29;26,92;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033277070;BOTICOLL CONNEXION DES COL 100ml V2;1,000;174,90;174,90;31,94;0,00;0,00;142,96;81,74;447,59;4,91;31,83;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033842131;EGEO DES COL VAN VIBE 90ml;1,000;160,23;160,23;32,78;0,00;0,00;127,45;79,54;388,80;4,38;36,21;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033843909;MALBEC DES COL MAGNETIC V3 100ml;1,000;211,55;211,55;98,30;0,00;0,00;113,25;53,53;115,21;3,89;40,09;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033744381;ARBO DES COL 100ml V4;1,000;184,90;184,90;75,42;0,00;0,00;109,48;59,21;145,16;3,76;43,85;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033487004;EGEO DES COL HIT 90ml V2;5,000;370,83;74,17;264,60;0,00;0,00;106,23;28,65;40,15;3,65;47,50;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033766659;MEN DES COL ONLY 100ml V2;1,000;168,25;168,25;62,40;0,00;0,00;105,85;62,91;169,63;3,63;51,13;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033514489;FLORATTA DES COL GOLD 75ml V2;1,000;134,90;134,90;30,27;0,00;0,00;104,63;77,56;345,66;3,59;54,73;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033856459;BOTICA 214 EDP ARAB/OASIS FOUG/AMB 90ml;1,000;194,04;194,04;97,06;0,00;0,00;96,98;49,98;99,92;3,33;58,06;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033886982;CBEM LOC DES HID CP CER/LIV N/FORM 200ml;2,000;109,76;54,88;17,84;0,00;0,00;91,92;83,75;515,25;3,16;61,21;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033878963;FLORATTA EDP RED PASSION V2 75ml;1,000;185,93;185,93;98,77;0,00;0,00;87,16;46,88;88,25;2,99;64,20;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033402205;ESTJ CBEM NUVEM REG/22;1,000;110,14;110,14;29,98;0,00;0,00;80,16;72,78;267,38;2,75;66,96;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033818495;LINDA DES COL FELICIDADE V2 100ml;1,000;114,61;114,61;35,48;0,00;0,00;79,13;69,04;223,03;2,72;69,67;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033826858;EGEO DES COL BOMB BLACK C/CAR 90ml;1,000;131,02;131,02;61,18;0,00;0,00;69,84;53,30;114,15;2,40;72,07;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033706686;SOPHIE COL HELLO 100ml;1,000;111,40;111,40;48,96;0,00;0,00;62,44;56,05;127,53;2,14;74,22;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512393;CBEM DES COL BDY SPLSH CER/LIV V2 200ml;1,000;79,90;79,90;18,08;0,00;0,00;61,82;77,37;341,92;2,12;76,34;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033894208;REF NSPA LOC DES H CP ORQ/NOIRE V2 350ml;3,000;102,07;34,02;40,47;0,00;0,00;61,60;60,35;152,21;2,11;78,45;A;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033533862;BOTIK PROT SOL FAC FPS 80 AC/HIAL 40ml;1,000;87,90;87,90;26,85;0,00;0,00;61,05;69,45;227,37;2,10;80,55;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033893669;NSPA DES COL BDY SPLSH ROSAS/SCRT 200ml;1,000;102,66;102,66;42,45;0,00;0,00;60,21;58,65;141,84;2,07;82,62;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033947584;REF LILY CR ACET DES HID CPO 200g;1,000;96,80;96,80;39,29;0,00;0,00;57,51;59,41;146,37;1,97;84,59;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033483037;FLORATTA DES COL RED V2 75ml;1,000;123,02;123,02;68,43;0,00;0,00;54,59;44,37;79,77;1,87;86,47;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486342;DREAM DES COL SPLSH AMOR NO AR 200ml V2;1,000;92,93;92,93;46,10;0,00;0,00;46,83;50,39;101,58;1,61;88,07;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033766642;MEN DES COL NEW 100ml;3,000;215,39;71,80;169,20;0,00;0,00;46,19;21,44;27,30;1,59;89,66;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033856756;CBEM CR RELAX CER/FASES 200g;2,000;69,90;34,95;24,96;0,00;0,00;44,94;64,29;180,05;1,54;91,20;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033962938;GLAMOUR LOC DES HID CPO INTENSE 200ml;1,000;54,32;54,32;11,21;0,00;0,00;43,11;79,36;384,57;1,48;92,68;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033536283;BOTIK GEL LIMP FAC VITAM C PRM 50g;2,000;35,34;17,67;0,00;0,00;0,00;35,34;100,00;0,00;1,21;93,90;B;;
18/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033878031;MAKE B BATOM PREENCH HYAL CINNAMON 4g;1,000;51,92;51,92;17,70;0,00;0,00;34,22;65,91;193,33;1,17;95,07;C;;
