Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033744381;ARBO DES COL 100ml V4;1,000;184,90;184,90;75,37;0,00;0,00;109,53;59,24;145,32;4,59;59,31;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033767007;LIZ DES COL 100ml;1,000;130,64;130,64;36,24;0,00;0,00;94,40;72,26;260,49;3,95;63,27;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533886;NSPA SAB LIQ PERF AMEIXA 250ml;2,000;105,79;52,89;17,76;0,00;0,00;88,03;83,21;495,66;3,69;66,95;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033944996;CBEM SAB BARRA PESSEGURA V3 4x80g;5,000;138,42;27,68;53,50;0,00;0,00;84,92;61,35;158,73;3,56;70,51;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033479085;DREAM DES COL SPLSH VIAG/ENC 200ml V2;1,000;100,82;100,82;29,10;0,00;0,00;71,72;71,14;246,46;3,00;73,51;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033512430;QUASAR DES COL CLASSIC 100ml;1,000;130,41;130,41;59,78;0,00;0,00;70,63;54,16;118,15;2,96;76,47;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033857142;MALBEC DES ANTIT AER BLACK LEGEND 125ml;2,000;73,26;36,63;14,04;0,00;0,00;59,22;80,84;421,79;2,48;78,95;A;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033892617;BOTICA 214 EDP GOLD/GARD V3 75ml;1,000;157,91;157,91;103,47;0,00;0,00;54,44;34,48;52,61;2,28;81,23;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033766215;DREAM DES COL CEU/BAUN 200ml;1,000;100,54;100,54;46,25;0,00;0,00;54,29;54,00;117,38;2,27;83,50;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033483037;FLORATTA DES COL RED V2 75ml;1,000;121,41;121,41;68,42;0,00;0,00;52,99;43,65;77,45;2,22;85,72;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033482559;NSPA LOC DES HID CPO F/AMEI 200ml V5;2,000;69,90;34,95;21,36;0,00;0,00;48,54;69,44;227,25;2,03;87,75;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033595174;REF NSPA LOC DES HID CPO AMEIXA 350ml;1,000;58,78;58,78;10,40;0,00;0,00;48,38;82,31;465,19;2,03;89,78;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033533862;BOTIK PROT SOL FAC FPS 80 AC/HIAL 40ml;1,000;72,32;72,32;26,84;0,00;0,00;45,48;62,89;169,45;1,90;91,68;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033568390;NECESSEIRE MEN COLLAB NBA PES;1,000;74,90;74,90;30,19;0,00;2,73;41,98;56,04;148,10;1,76;93,44;B;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033589784;NSPA LOC NUTR DES CPO UVA MERLOT 400ml;1,000;59,17;59,17;18,51;0,00;0,00;40,66;68,72;219,67;1,70;95,14;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033491506;MATCH SPR CAP MULTIBENEFICIOS V2 150ml;1,000;58,41;58,41;25,33;0,00;0,00;33,08;56,63;130,60;1,39;96,53;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033490899;MATCH SHAMP NUTR REGENERADORA 300ml;1,000;43,11;43,11;11,42;0,00;0,00;31,69;73,51;277,50;1,33;97,86;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033583171;PMPCK CBEM DES ANTIT AER PROT/BTY 2x90g;1,000;51,25;51,25;23,30;0,00;0,00;27,95;54,54;119,96;1,17;99,03;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033487899;THE BLEND DES ANTIT AER 75g/125ml V3;1,000;36,64;36,64;11,79;0,00;0,00;24,85;67,82;210,77;1,04;100,07;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033490905;MATCH COND NUTR REGENERADORA 280ml;1,000;44,91;44,91;21,32;0,00;0,00;23,59;52,53;110,65;0,99;101,05;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033883431;CAIXA LAÇO P  MAES 25 BOTI;2,000;16,61;8,30;0,00;0,00;0,00;16,61;100,00;0,00;0,70;101,75;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033471461;CBEM DES ANTIT AER INV PROTECT 90g/150ml;1,000;27,45;27,45;14,48;0,00;0,00;12,97;47,25;89,57;0,54;102,29;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033888528;CARTAO PRESENTE BOTICARIO MAES 25 UNIT;1,000;0,43;0,43;0,00;0,00;0,00;0,43;100,00;0,00;0,02;102,31;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033974382;SACOLA UNIT M PAIS 2026 BOTI;3,000;0,03;0,01;0,00;0,00;0,00;0,03;100,00;0,00;0,00;102,31;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033908219;SACOLA P BOTICARIO INST/25;3,000;0,03;0,01;3,93;0,00;0,00;-3,90;-13000,00;-99,24;-0,16;102,15;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033949083;MAKE B PRIMER FAC ANTIOL SALIC PRM 5ml;1,000;0,01;0,01;4,90;0,00;0,00;-4,89;-48900,00;-99,80;-0,20;101,94;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033896615;EGEO DES COL VANILLA UBESESSION PRM 10ml;2,000;0,02;0,01;12,26;0,00;0,00;-12,24;-61200,00;-99,84;-0,51;101,43;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033957996;NSPA CR PERF DES HID CP AMX/INT PRM 50ml;7,000;0,07;0,01;15,61;0,00;0,00;-15,54;-22200,00;-99,55;-0,65;100,78;C;;
11/08/2026;024670 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033534098;REF NSPA SAB LIQ CPO PERF AMEIXA 200ml;2,000;0,02;0,01;18,66;0,00;0,00;-18,64;-93200,00;-99,89;-0,78;100,00;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033893317;LILY EDP V3 75ml;1,000;287,91;287,91;126,65;0,00;0,00;161,26;56,01;127,33;8,37;8,37;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033881352;FLORATTA EDP ROSE SUCREE 75ml;1,000;206,91;206,91;51,58;0,00;0,00;155,33;75,07;301,14;8,07;16,44;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033473212;BOTIK SRUM ALT/POT ACID MAND/TRANEX 30ml;1,000;179,25;179,25;37,42;0,00;0,00;141,83;79,12;379,02;7,36;23,80;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512430;QUASAR DES COL CLASSIC 100ml;2,000;252,52;126,26;119,56;0,00;0,00;132,96;52,65;111,21;6,90;30,71;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033855728;ESTJ MALBEC PAIS/25;1,000;205,90;205,90;74,08;0,00;0,00;131,82;64,02;177,94;6,84;37,55;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033492527;COFFEE D/C SEDUC/WOM/FLORIEN/FR V6 100ml;1,000;172,79;172,79;46,74;0,00;0,00;126,05;72,95;269,68;6,54;44,10;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033533893;NSPA SAB LIQ PERF AMEIXA NEGRA 250ml;3,000;148,26;49,42;36,75;0,00;0,00;111,51;75,21;303,43;5,79;49,89;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033766666;MEN DES COL GALBE 100ml V2;1,000;168,90;168,90;68,64;0,00;0,00;100,26;59,36;146,07;5,21;55,09;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033852390;LILY CR ACET DES HID CPO CASHMERE 250g;1,000;134,91;134,91;37,93;0,00;0,00;96,98;71,88;255,68;5,04;60,13;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033896530;EGEO DES COL VANILLA UBESESSION 90ml;1,000;124,90;124,90;29,65;0,00;0,00;95,25;76,26;321,25;4,95;65,07;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033533923;NSPA SAB LIQ PERF ORQUIDEA NOIRE 250ml;2,000;110,20;55,10;39,96;0,00;0,00;70,24;63,74;175,78;3,65;68,72;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033880775;NSPA LOC DES HID CPO AMEIXA V7 400ml;1,000;89,90;89,90;20,45;0,00;0,00;69,45;77,25;339,61;3,61;72,33;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033518029;BOTI BABY COL SOL V2 100ml;1,000;79,90;79,90;16,56;0,00;0,00;63,34;79,27;382,49;3,29;75,61;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033525911;REF ELYSEE CR DES HID ACET CPO 200g;1,000;99,90;99,90;37,68;0,00;0,00;62,22;62,28;165,13;3,23;78,84;A;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033591329;BOTI BABY COL LUA RPCK 100ml;1,000;97,90;97,90;38,12;0,00;0,00;59,78;61,06;156,82;3,10;81,95;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033533886;NSPA SAB LIQ PERF AMEIXA 250ml;1,000;59,90;59,90;8,63;0,00;0,00;51,27;85,59;594,09;2,66;84,61;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033527410;REF MATCH CR PENT CACHOS CIEN/CURV 400ml;1,000;56,90;56,90;13,74;0,00;0,00;43,16;75,85;314,12;2,24;86,85;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033589784;NSPA LOC NUTR DES CPO UVA MERLOT 400ml;1,000;58,90;58,90;17,87;0,00;0,00;41,03;69,66;229,60;2,13;88,98;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033962938;GLAMOUR LOC DES HID CPO INTENSE 200ml;1,000;48,91;48,91;11,21;0,00;0,00;37,70;77,08;336,31;1,96;90,94;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033527953;MAKE B BB SEN MULTI 160 220 25g;1,000;68,15;68,15;36,23;0,00;0,00;31,92;46,84;88,10;1,66;92,60;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033520183;BOTI BABY SHAMP V2 400ml;1,000;56,22;56,22;26,00;0,00;0,00;30,22;53,75;116,23;1,57;94,17;B;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486533;ELYSEE DES ANTIT AEROSSOL 75g V3;1,000;39,90;39,90;11,49;0,00;0,00;28,41;71,20;247,26;1,48;95,64;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033894222;NSPA LOC DES HID CPO ORQ/NOIRE V2 400ml;1,000;62,61;62,61;36,28;0,00;0,00;26,33;42,05;72,57;1,37;97,01;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033889112;LILY SAB BARRA V2 2x90g;1,000;41,31;41,31;21,10;0,00;0,00;20,21;48,92;95,78;1,05;98,06;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033511679;CBEM DES ANTIT CREM S/PERF V2 80g;1,000;29,57;29,57;10,25;0,00;0,00;19,32;65,34;188,49;1,00;99,06;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033511655;CBEM SAB BARRA ROSA/ALGODAO 4x80g;1,000;32,75;32,75;13,78;0,00;0,00;18,97;57,92;137,66;0,98;100,05;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033554089;BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g;1,000;16,30;16,30;0,00;0,00;0,00;16,30;100,00;0,00;0,85;100,89;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033536283;BOTIK GEL LIMP FAC VITAM C PRM 50g;3,000;14,34;4,78;0,00;0,00;0,00;14,34;100,00;0,00;0,74;101,64;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033773626;REF NSPA LOC DES HID CPO KARITE 400ml;1,000;37,75;37,75;24,43;0,00;0,00;13,32;35,28;54,52;0,69;102,33;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512270;CBEM SAB BARRA NUVEM 4x80g;1,000;27,21;27,21;14,25;0,00;0,00;12,96;47,63;90,95;0,67;103,00;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033495498;BOTICA 214 EDP FEM VER/FIRENZ 10ml PRM;1,000;12,55;12,55;0,00;0,00;0,00;12,55;100,00;0,00;0,65;103,65;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033471454;CBEM DES ANTIT ROLL PROTECT/BEAUTY 55ml;1,000;18,56;18,56;6,51;0,00;0,00;12,05;64,92;185,10;0,63;104,28;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033847419;REF MATCH SHAMP NUTR PROFUNDA V2 250ml;1,000;25,52;25,52;14,40;0,00;0,00;11,12;43,57;77,22;0,58;104,86;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033855483;REF MATCH COND NUTR/PROF V2 250ml;1,000;26,87;26,87;15,78;0,00;0,00;11,09;41,27;70,28;0,58;105,43;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033560042;MEN DES AER P/PES SPORT 125ml;1,000;20,72;20,72;9,73;0,00;0,00;10,99;53,04;112,95;0,57;106,00;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033476008;BOTI SUN PR FAC ANTIS ACQ FLD FPS30 40ml;1,000;32,59;32,59;22,72;0,00;0,00;9,87;30,29;43,44;0,51;106,51;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033894017;CX PRESENTE M BOTI INST/25 VDA;1,000;9,11;9,11;7,37;0,00;0,00;1,74;19,10;23,61;0,09;106,61;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033487738;NSPA SHAMP QUINOA 300ml V3;1,000;22,41;22,41;23,04;0,00;0,00;-0,63;-2,81;-2,73;-0,03;106,57;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908219;SACOLA P BOTICARIO INST/25;3,000;0,03;0,01;3,93;0,00;0,00;-3,90;-13000,00;-99,24;-0,20;106,37;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908226;SACOLA M BOTICARIO INST/25;5,000;0,05;0,01;7,80;0,00;0,00;-7,75;-15500,00;-99,36;-0,40;105,97;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033534098;REF NSPA SAB LIQ CPO PERF AMEIXA 200ml;1,000;0,01;0,01;15,61;0,00;0,00;-15,60;-156000,00;-99,94;-0,81;105,16;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033534111;REF NSPA SAB LIQ CP PERF ORQ/NOIRE 200ml;1,000;0,01;0,01;16,11;0,00;0,00;-16,10;-161000,00;-99,94;-0,84;104,32;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033520213;REF BOTI BABY SHAMP 350ml;1,000;0,01;0,01;20,84;0,00;0,00;-20,83;-208300,00;-99,95;-1,08;103,24;C;;
11/08/2026;024671 - 24671 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033534104;REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml;4,000;0,04;0,01;62,44;0,00;0,00;-62,40;-156000,00;-99,94;-3,24;100,00;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033898169;THE BLEND EDP BOURBON V2 100ml;1,000;367,94;367,94;92,33;0,00;0,00;275,61;74,91;298,51;11,13;11,13;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033902408;ESTJ MALBEC ICON PAIS/26;2,000;389,42;194,71;126,70;0,00;0,00;262,72;67,46;207,36;10,61;21,74;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033956494;ESTJ ZAAD INTENSE PAIS/26;1,000;305,52;305,52;123,38;0,00;0,00;182,14;59,62;147,63;7,36;29,10;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033902385;ESTJ MALBEC PAIS/26;1,000;269,90;269,90;88,24;0,00;0,00;181,66;67,31;205,87;7,34;36,44;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033893065;ESTJ HER CODE MAES/26;1,000;282,75;282,75;101,88;0,00;0,00;180,87;63,97;177,53;7,31;43,74;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033880195;BOTICA 214 EDP DARK MINT V3 90ml;1,000;185,46;185,46;48,36;0,00;0,00;137,10;73,92;283,50;5,54;49,28;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033909537;GLAMOUR DES COL INTENSE 75ml;1,000;153,13;153,13;38,83;0,00;0,00;114,30;74,64;294,36;4,62;53,90;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486342;DREAM DES COL SPLSH AMOR NO AR 200ml V2;2,000;203,80;101,90;93,18;0,00;0,00;110,62;54,28;118,72;4,47;58,36;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033899609;ESTJ LILY L EAU AMOR/26;1,000;215,91;215,91;105,61;0,00;0,00;110,30;51,09;104,44;4,45;62,82;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033486212;FLORATTA EDP FLEUR D ECLIPSE 75ml;1,000;188,35;188,35;90,59;0,00;0,00;97,76;51,90;107,91;3,95;66,77;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512430;QUASAR DES COL CLASSIC 100ml;1,000;144,90;144,90;64,14;0,00;0,00;80,76;55,73;125,91;3,26;70,03;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033550838;NEXT COLONIA 75ml;1,000;104,28;104,28;31,71;0,00;0,00;72,57;69,59;228,86;2,93;72,96;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033706693;SOPHIE COL LIKE 100ml;1,000;119,90;119,90;49,52;0,00;0,00;70,38;58,70;142,12;2,84;75,80;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033492527;COFFEE D/C SEDUC/WOM/FLORIEN/FR V6 100ml;1,000;162,12;162,12;91,77;0,00;0,00;70,35;43,39;76,66;2,84;78,64;A;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908523;ESTJ CELEBRE MASC SUA FORCA PAIS/26;1,000;108,05;108,05;38,92;0,00;0,00;69,13;63,98;177,62;2,79;81,44;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033893669;NSPA DES COL BDY SPLSH ROSAS/SCRT 200ml;1,000;109,90;109,90;42,89;0,00;0,00;67,01;60,97;156,24;2,71;84,14;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033896530;EGEO DES COL VANILLA UBESESSION 90ml;1,000;124,90;124,90;59,93;0,00;0,00;64,97;52,02;108,41;2,62;86,77;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512362;CBEM DES COL BDY SPLSH PESSEGUR V2 200ml;1,000;68,52;68,52;18,25;0,00;0,00;50,27;73,37;275,45;2,03;88,80;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033524686;BOTIK GEL LIM FAC MIC AC MAN/SAL 50g PRM;3,000;44,87;14,96;0,00;0,00;0,00;44,87;100,00;0,00;1,81;90,61;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033859207;CBEM DES COL BDY SPLSH AMORUDA 200ml;1,000;73,11;73,11;36,91;0,00;0,00;36,20;49,51;98,08;1,46;92,07;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033589784;NSPA LOC NUTR DES CPO UVA MERLOT 400ml;1,000;71,90;71,90;35,75;0,00;0,00;36,15;50,28;101,12;1,46;93,53;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033578825;LILY DES BDY SPR LEAU/LILY BLANC 100ml;1,000;52,90;52,90;19,45;0,00;0,00;33,45;63,23;171,98;1,35;94,88;B;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033874439;CBEM LOC DES HID CPO AMORUDA 400ml;1,000;60,79;60,79;29,18;0,00;0,00;31,61;52,00;108,33;1,28;96,16;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033508815;CBEM DES COL BDY SPLSH DELEITE V3 200ml;1,000;67,37;67,37;36,91;0,00;0,00;30,46;45,21;82,53;1,23;97,39;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033902194;CBEM DES COL BDY SPLSH DEL/CARAM 200ml;1,000;62,62;62,62;35,07;0,00;0,00;27,55;44,00;78,56;1,11;98,50;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033879823;ACCORDES DES BDY SPR V7 100ml;2,000;72,11;36,05;44,74;0,00;0,00;27,37;37,96;61,18;1,11;99,61;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;2,000;69,30;34,65;48,64;0,00;0,00;20,66;29,81;42,48;0,83;100,44;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033945382;NSPA SAB BARRA CORP AMEI/NEG V4 2x90g;1,000;23,42;23,42;8,93;0,00;0,00;14,49;61,87;162,26;0,59;101,03;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033512270;CBEM SAB BARRA NUVEM 4x80g;1,000;28,90;28,90;14,47;0,00;0,00;14,43;49,93;99,72;0,58;101,61;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908233;SACOLA G O BOTICARIO INST/25;1,000;0,01;0,01;2,50;0,00;0,00;-2,49;-24900,00;-99,60;-0,10;101,51;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908219;SACOLA P BOTICARIO INST/25;4,000;0,04;0,01;5,24;0,00;0,00;-5,20;-13000,00;-99,24;-0,21;101,30;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908226;SACOLA M BOTICARIO INST/25;8,000;0,08;0,01;12,48;0,00;0,00;-12,40;-15500,00;-99,36;-0,50;100,80;C;;
12/08/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033949083;MAKE B PRIMER FAC ANTIOL SALIC PRM 5ml;4,000;0,04;0,01;19,80;0,00;0,00;-19,76;-49400,00;-99,80;-0,80;100,00;C;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033868957;LILY DES COL LEAU/LILY BLANCHE 75ml;1,000;220,00;220,00;81,74;0,00;0,00;138,26;62,85;169,15;29,37;29,37;A;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033909537;GLAMOUR DES COL INTENSE 75ml;1,000;161,49;161,49;38,83;0,00;0,00;122,66;75,96;315,89;26,05;55,42;A;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033882090;ESTJ NSPA AMEIXA REG/25;1,000;110,00;110,00;58,54;0,00;0,00;51,46;46,78;87,91;10,93;66,35;A;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033553587;MALBEC EDP PRM 10ml;1,000;49,90;49,90;2,36;0,00;0,00;47,54;95,27;2014,41;10,10;76,45;A;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033962938;GLAMOUR LOC DES HID CPO INTENSE 200ml;1,000;54,75;54,75;24,42;0,00;0,00;30,33;55,40;124,20;6,44;82,89;B;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033880188;MAKE B BAT LIQ MAT AC/POL WARM/CA V2 5ml;1,000;53,76;53,76;29,41;0,00;0,00;24,35;45,29;82,79;5,17;88,06;B;;
12/08/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033521463;INTENSE BAT CREM 260 V2 38g;1,000;36,90;36,90;15,93;0,00;0,00;20,97;56,83;131,64;4,45;92,52;B;;
