Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033497652;UOMINI DES COL V6 100ml;2,000;169,04;84,52;67,50;0,00;0,00;101,54;60,07;150,43;14,00;69,12;A;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033880119;MAKE B BAT LIQ MAT AC/POL EXO/ROS V2 5ml;1,000;64,96;64,96;29,41;0,00;0,00;35,55;54,73;120,88;4,90;74,02;A;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033958016;NSPA OL GLOR DES HID CPO AMEIX/INT 200ml;1,000;78,89;78,89;44,17;0,00;0,00;34,72;44,01;78,61;4,79;78,81;A;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033882984;ZAAD EDP INFINITY PRM 10ml;1,000;40,19;40,19;6,49;0,00;0,00;33,70;83,85;519,26;4,65;83,46;B;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033511655;CBEM SAB BARRA ROSA/ALGODAO 4x80g;2,000;60,23;30,11;27,80;0,00;0,00;32,43;53,84;116,65;4,47;87,93;B;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033740437;LINDA DES COL V4 100ml;1,000;106,22;106,22;79,93;0,00;0,00;26,29;24,75;32,89;3,63;91,56;B;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033906727;MAKE B BAS LIQ MATE SALICYLIC 250N 30g;1,000;59,94;59,94;36,55;0,00;0,00;23,39;39,02;63,99;3,23;94,78;B;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033825332;MAKE B CORRET LIQ FAC EFFECT 40 57ml;1,000;41,94;41,94;21,09;0,00;0,00;20,85;49,71;98,86;2,88;97,66;C;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033524686;BOTIK GEL LIM FAC MIC AC MAN/SAL 50g PRM;1,000;15,36;15,36;0,00;0,00;0,00;15,36;100,00;0,00;2,12;99,78;C;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033856794;CBEM SAB BARRA CER/FASES 4x80g;1,000;24,99;24,99;13,92;0,00;0,00;11,07;44,30;79,53;1,53;101,30;C;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033908219;SACOLA P BOTICARIO INST/25;2,000;0,02;0,01;2,62;0,00;0,00;-2,60;-13000,00;-99,24;-0,36;100,94;C;;
02/09/2026;024303 - 24303 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033856770;CBEM LOC DES HID CPO CER/FASES PRM 50ml;1,000;0,01;0,01;6,85;0,00;0,00;-6,84;-68400,00;-99,85;-0,94;100,00;C;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033882953;ZAAD EDP INFINITY 95ml;1,000;278,00;278,00;81,09;0,00;0,00;196,91;70,83;242,83;34,08;34,08;A;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033830596;CELEBRE DES COL FOUG AROM FORC 100ml;1,000;110,00;110,00;21,14;0,00;0,00;88,86;80,78;420,34;15,38;49,45;A;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826858;EGEO DES COL BOMB BLACK C/CAR 90ml;1,000;129,90;129,90;61,82;0,00;0,00;68,08;52,41;110,13;11,78;61,24;A;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826865;EGEO DES COL BLUE C/CAR 90ml;1,000;113,90;113,90;61,86;0,00;0,00;52,04;45,69;84,13;9,01;70,24;A;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033756292;INTENSE PO COMPACTO FACIAL 40 5g;2,000;100,00;50,00;58,62;0,00;0,00;41,38;41,38;70,59;7,16;77,40;A;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033889716;LIZ DES COL D ESSENCE PRM 10ml;1,000;42,04;42,04;7,11;0,00;0,00;34,93;83,09;491,28;6,04;83,45;B;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033842285;GLAMOUR DES BDY SPR 100ml V6 PCK;1,000;52,90;52,90;18,85;0,00;0,00;34,05;64,37;180,64;5,89;89,34;B;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033854271;NSPA CR PERF DES CPO ROSAS/SCRT PRM 50ml;1,000;29,96;29,96;7,53;0,00;0,00;22,43;74,87;297,88;3,88;93,22;B;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033848089;BOTIK REPAR LAB CIC/PANT/CER 75ml;1,000;33,90;33,90;16,64;0,00;0,00;17,26;50,91;103,73;2,99;96,21;C;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033529346;INTENSE BAT CREM 227 V2 38g;1,000;24,90;24,90;11,96;0,00;0,00;12,94;51,97;108,19;2,24;98,45;C;;
02/09/2026;024617 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033521463;INTENSE BAT CREM 260 V2 38g;1,000;24,90;24,90;15,93;0,00;0,00;8,97;36,02;56,31;1,55;100,00;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033903108;ZAAD EDP V7 95ml;2,000;588,28;294,14;161,07;0,00;0,00;427,21;72,62;265,23;8,58;8,58;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033843879;MALBEC DES COL V6 100ml;2,000;337,23;168,61;82,80;0,00;0,00;254,43;75,45;307,28;5,11;13,69;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033905133;MALBEC DES COL V7 100ml;2,000;337,82;168,91;89,44;0,00;0,00;248,38;73,52;277,71;4,99;18,68;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033553570;MALBEC EDP 90ml;1,000;279,90;279,90;57,29;0,00;0,00;222,61;79,53;388,57;4,47;23,16;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826858;EGEO DES COL BOMB BLACK C/CAR 90ml;2,000;252,88;126,44;57,58;0,00;0,00;195,30;77,23;339,18;3,92;27,08;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033882953;ZAAD EDP INFINITY 95ml;1,000;274,70;274,70;80,24;0,00;0,00;194,46;70,79;242,35;3,91;30,99;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033482962;FLORATTA DES COL ROSE BOUQUET 75ml;2,000;247,58;123,79;66,34;0,00;0,00;181,24;73,20;273,20;3,64;34,63;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033954056;PMPCK LILY DES B/SPR LEAU/LILY BLANC;3,000;223,60;74,53;56,22;0,00;0,00;167,38;74,86;297,72;3,36;37,99;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033535187;ELYSEE EDP V2 50ml;1,000;227,75;227,75;60,49;0,00;0,00;167,26;73,44;276,51;3,36;41,35;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033878963;FLORATTA EDP RED PASSION V2 75ml;1,000;215,72;215,72;49,11;0,00;0,00;166,61;77,23;339,26;3,35;44,70;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033909810;NSPA DES COL BDY SPLSH AMEIX/INT 200ml;2,000;170,70;85,35;40,72;0,00;0,00;129,98;76,15;319,20;2,61;47,31;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033479054;BOTICOLL ACQUA FRESCA DES COL 100ml V2;1,000;155,83;155,83;30,39;0,00;0,00;125,44;80,50;412,77;2,52;49,83;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033878987;BOTICOLL CONNEXION DES COL V3 100ml;1,000;149,34;149,34;29,88;0,00;0,00;119,46;79,99;399,80;2,40;52,23;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033767007;LIZ DES COL 100ml;1,000;164,10;164,10;45,84;0,00;0,00;118,26;72,07;257,98;2,38;54,60;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033500222;HER CODE EDP 50ml;1,000;222,38;222,38;110,62;0,00;0,00;111,76;50,26;101,03;2,25;56,85;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033864317;ESTJ ZAAD REG/25;1,000;200,00;200,00;88,53;0,00;0,00;111,47;55,74;125,91;2,24;59,09;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826902;EGEO DES COL RED C/CART 90ml;1,000;164,90;164,90;62,88;0,00;0,00;102,02;61,87;162,25;2,05;61,14;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826896;EGEO DES COL CHOC C/CAR 90ml;1,000;118,24;118,24;28,07;0,00;0,00;90,17;76,26;321,23;1,81;62,95;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033862979;ESTJ SOPHIE SPIDER GWEN CRIANC/25;1,000;136,55;136,55;52,50;0,00;0,00;84,05;61,55;160,10;1,69;64,64;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033941995;DR BOTICA COL POCAO/CORAG V3 120ml;1,000;98,90;98,90;17,82;0,00;0,00;81,08;81,98;454,99;1,63;66,27;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826889;EGEO DES COL DOLCE C/CAR 90ml;2,000;202,29;101,14;122,48;0,00;0,00;79,81;39,45;65,16;1,60;67,87;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033539215;DR BOTICA COL POC/CORAC V2 120ml;1,000;92,19;92,19;17,15;0,00;0,00;75,04;81,40;437,55;1,51;69,38;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033497669;UOMINI DES COL BLACK V6 100ml;1,000;146,90;146,90;76,14;0,00;0,00;70,76;48,17;92,93;1,42;70,80;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033035304;CAIXA M INST 2021 VERDE ECONOMICA;21,000;70,19;3,34;0,00;0,00;0,00;70,19;100,00;0,00;1,41;72,21;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033826865;EGEO DES COL BLUE C/CAR 90ml;1,000;107,84;107,84;45,58;0,00;0,00;62,26;57,73;136,59;1,25;73,46;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033481415;ACCORDES DES COL 80ml V5;1,000;155,61;155,61;93,37;0,00;0,00;62,24;40,00;66,66;1,25;74,71;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033963997;HER CODE CR AVELD DES HID CP TOUCH 200g;1,000;93,93;93,93;31,95;0,00;0,00;61,98;65,99;193,99;1,25;75,96;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033903818;PMPCK MALBEC DES BODY SPRAY;1,000;79,35;79,35;19,11;0,00;0,00;60,24;75,92;315,23;1,21;77,17;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033578290;NSPA LOC DES AVELUD CPO CER/ROUGE 400ml;1,000;74,55;74,55;17,56;0,00;0,00;56,99;76,45;324,54;1,14;78,31;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033511471;CBEM DES COL BDY SPLSH NUVEM V3 200ml;1,000;75,64;75,64;18,68;0,00;0,00;56,96;75,30;304,93;1,14;79,46;A;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033958016;NSPA OL GLOR DES HID CPO AMEIX/INT 200ml;1,000;78,46;78,46;22,63;0,00;0,00;55,83;71,16;246,71;1,12;80,58;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033595556;HER CODE EDP TOUCH 50ml;1,000;158,67;158,67;103,65;0,00;0,00;55,02;34,68;53,08;1,11;81,68;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033598236;NSPA CR PERF DES CPO ORQ/LUMIER 400ml;1,000;89,90;89,90;35,36;0,00;0,00;54,54;60,67;154,24;1,10;82,78;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033595167;REF NSPA LOC DES HID CPO AMEI/NEG 350ml;1,000;64,59;64,59;12,17;0,00;0,00;52,42;81,16;430,73;1,05;83,83;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033959204;NSPA OL GLOR DES HID CPO BAUN EXCL 200ml;1,000;89,39;89,39;41,49;0,00;0,00;47,90;53,59;115,45;0,96;84,79;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033857968;ELYSEE CREM DES HID CPO ACET V2 250g;1,000;105,00;105,00;57,16;0,00;0,00;47,84;45,56;83,69;0,96;85,75;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033957958;NSPA CR PERF DES HID CPO AMEIX/INT 400ml;1,000;64,39;64,39;16,95;0,00;0,00;47,44;73,68;279,88;0,95;86,71;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033894710;BOTIK GEL/LIMP FAC CIC/PANT/CER PRM 50g;3,000;45,45;15,15;0,00;0,00;0,00;45,45;100,00;0,00;0,91;87,62;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033830602;CELEBRE DES COL FLOR FRUT FORC 100ml;1,000;68,85;68,85;24,06;0,00;0,00;44,79;65,05;186,16;0,90;88,52;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033883950;CBEM DES COL BDY SPLSH ROS/ALG V4 200ml;1,000;75,64;75,64;36,52;0,00;0,00;39,12;51,72;107,12;0,79;89,31;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033574889;LIZ CREM DES HID CPO FLORA 250g;1,000;67,41;67,41;28,55;0,00;0,00;38,86;57,65;136,11;0,78;90,09;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033831241;REF MATCH MASC CAP NUTR/PROF 250ml;1,000;62,90;62,90;24,93;0,00;0,00;37,97;60,37;152,31;0,76;90,85;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033511303;CBEM DES COL BDY SPLSH BEIJINHO V2 200ml;1,000;71,86;71,86;36,50;0,00;0,00;35,36;49,21;96,88;0,71;91,56;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033014286;NSPA LOC ANTIOX DES HID CPO M/RUBY 400ml;1,000;67,90;67,90;34,31;0,00;0,00;33,59;49,47;97,90;0,67;92,23;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033485444;LILY BRUMA DES HID CPO LOVE 200ml V3;2,000;97,90;48,95;65,34;0,00;0,00;32,56;33,26;49,83;0,65;92,89;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033562176;CBEM SPRAY INTIMO REFRESC CER/LIV 75ml;1,000;46,45;46,45;12,97;0,00;1,70;31,78;68,43;258,13;0,64;93,53;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033958030;NSPA SAB BARRA CP AMEIX/INT 90g;4,000;49,97;12,49;19,68;0,00;0,00;30,29;60,62;153,91;0,61;94,14;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033476022;BOTI SUN PR FAC ANTIS ACQ FLD FPS70 40ml;1,000;58,90;58,90;29,12;0,00;0,00;29,78;50,56;102,27;0,60;94,73;B;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033957989;NSPA CR PERF DES HID CP AMEIX/INT 180ml;1,000;50,74;50,74;21,23;0,00;0,00;29,51;58,16;139,00;0,59;95,33;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033512256;BOTICOLL SAB BARR CPO PERF 5x80g V2;1,000;48,91;48,91;19,48;0,00;0,00;29,43;60,17;151,08;0,59;95,92;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033889136;CBEM SPR INTIMO CER/FASES 75ml;1,000;43,55;43,55;12,62;0,00;1,59;29,34;67,37;245,09;0,59;96,51;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033896936;MATCH SHAMP ESC/HID 300ml;1,000;47,90;47,90;21,32;0,00;0,00;26,58;55,49;124,67;0,53;97,04;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033706839;DR BOTICA SAB BARRA TRIO BNH CORAC 3x80g;1,000;37,44;37,44;13,89;0,00;0,00;23,55;62,90;169,55;0,47;97,51;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033514366;DR BOTICA SAB BARRA POC/CORAG 3x80g V2;1,000;37,43;37,43;14,51;0,00;0,00;22,92;61,23;157,96;0,46;97,98;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033830596;CELEBRE DES COL FOUG AROM FORC 100ml;1,000;68,73;68,73;45,91;0,00;0,00;22,82;33,20;49,71;0,46;98,43;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033870196;REF MATCH COND NUTR/REGEN 250ml;1,000;30,90;30,90;8,72;0,00;0,00;22,18;71,78;254,36;0,45;98,88;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033487844;ZAAD DES ANTIT AER 75g V7;1,000;31,57;31,57;11,62;0,00;0,00;19,95;63,19;171,69;0,40;99,28;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033493623;MALBEC DES ANTIT AER 75g/125ml V10;1,000;31,15;31,15;11,68;0,00;0,00;19,47;62,50;166,70;0,39;99,67;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033883615;NSPA SAB BARRA AMEIXA V3 2x90g;1,000;28,98;28,98;10,52;0,00;0,00;18,46;63,70;175,48;0,37;100,04;C;;
02/09/2026;024668 - ACQUA DISTRIBUIDORA DE PERFUMES E COSMETICOS LTDA;07891033553587;MALBEC EDP PRM 10ml;1,000;0,25;0,25;2,34;0,00;0,00;-2,09;-836,00;-89,32;-0,04;100,00;C;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033497652;UOMINI DES COL V6 100ml;5,000;544,55;108,91;177,60;0,00;0,00;366,95;67,39;206,62;11,14;11,14;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033843879;MALBEC DES COL V6 100ml;2,000;330,12;165,06;82,80;0,00;0,00;247,32;74,92;298,70;7,51;18,64;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033197347;THATY DES COL BOTICOLL 100ML;4,000;305,47;76,37;102,56;0,00;0,00;202,91;66,43;197,85;6,16;24,80;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033487905;REFIL MALBEC DES BDY SPR REG 100ml PK V5;7,000;240,43;34,35;42,42;0,00;0,00;198,01;82,36;466,78;6,01;30,81;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033740437;LINDA DES COL V4 100ml;3,000;357,73;119,24;167,07;0,00;0,00;190,66;53,30;114,12;5,79;36,59;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033902378;ESTJ ZAAD PAIS/26;1,000;294,30;294,30;119,71;0,00;0,00;174,59;59,32;145,84;5,30;41,89;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033967247;BOTIK SRM FAC PREENCH/RUG 30ml;1,000;201,07;201,07;34,60;0,00;0,00;166,47;82,79;481,13;5,05;46,95;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033277070;BOTICOLL CONNEXION DES COL 100ml V2;1,000;171,63;171,63;32,31;0,00;0,00;139,32;81,17;431,20;4,23;51,17;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033222483;CECITA DES COL BOTICOLL 100ML;1,000;144,09;144,09;24,59;0,00;0,00;119,50;82,93;485,97;3,63;54,80;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033706686;SOPHIE COL HELLO 100ml;1,000;119,90;119,90;22,98;0,00;0,00;96,92;80,83;421,76;2,94;57,74;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033498123;EGEO DES COL ORIGNL 90ml V2;1,000;157,56;157,56;61,18;0,00;0,00;96,38;61,17;157,54;2,92;60,67;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033524686;BOTIK GEL LIM FAC MIC AC MAN/SAL 50g PRM;6,000;93,91;15,65;0,00;0,00;0,00;93,91;100,00;0,00;2,85;63,52;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033826896;EGEO DES COL CHOC C/CAR 90ml;1,000;116,17;116,17;30,86;0,00;0,00;85,31;73,44;276,44;2,59;66,10;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033854820;FLORATTA DES BDY SPR F/SECRET V2 100ml;2,000;100,84;50,42;16,46;0,00;0,00;84,38;83,68;512,64;2,56;68,67;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033533862;BOTIK PROT SOL FAC FPS 80 AC/HIAL 40ml;1,000;107,85;107,85;26,86;0,00;0,00;80,99;75,10;301,53;2,46;71,12;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033548873;ESTJ BOTI BABY CASCA V2;1,000;116,35;116,35;36,09;0,00;0,00;80,26;68,98;222,39;2,44;73,56;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033841820;LILY DES COL BDY SPLSH 200ml;1,000;99,90;99,90;21,18;0,00;0,00;78,72;78,80;371,67;2,39;75,95;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033883967;CBEM DES COL BDY SPLSH CER/FASES 200ml;1,000;93,65;93,65;18,75;0,00;0,00;74,90;79,98;399,47;2,27;78,22;A;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033957613;BOTIK GEL LIMP FAC ANTIOX 200g;1,000;86,26;86,26;13,80;0,00;0,00;72,46;84,00;525,07;2,20;80,42;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033826889;EGEO DES COL DOLCE C/CAR 90ml;1,000;100,45;100,45;30,45;0,00;0,00;70,00;69,69;229,89;2,12;82,54;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033479085;DREAM DES COL SPLSH VIAG/ENC 200ml V2;1,000;96,92;96,92;28,20;0,00;0,00;68,72;70,90;243,69;2,09;84,63;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033718153;EGEO CREM DES HID CPO SUFLE CHOC 250g;1,000;74,32;74,32;15,59;0,00;0,00;58,73;79,02;376,72;1,78;86,41;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033954056;PMPCK LILY DES B/SPR LEAU/LILY BLANC;1,000;68,85;68,85;18,74;0,00;0,00;50,11;72,78;267,40;1,52;87,93;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033741038;GLAMOUR DES COL SEC BL 75ml V4;1,000;113,09;113,09;71,44;0,00;0,00;41,65;36,83;58,30;1,26;89,20;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033957958;NSPA CR PERF DES HID CPO AMEIX/INT 400ml;1,000;76,90;76,90;35,37;0,00;0,00;41,53;54,01;117,42;1,26;90,46;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033864652;ESTJ CBEM DELEITE REG/25;1,000;72,00;72,00;31,76;0,00;0,00;40,24;55,89;126,70;1,22;91,68;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033583638;CBEM D/COL BDY SPLSH NUV/ALEG 200ml;1,000;74,31;74,31;35,76;0,00;0,00;38,55;51,88;107,80;1,17;92,85;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033957989;NSPA CR PERF DES HID CP AMEIX/INT 180ml;1,000;48,42;48,42;11,41;0,00;0,00;37,01;76,44;324,36;1,12;93,97;B;;
02/09/2026;024669 - 24669 ACQUA DISTRIBUIDORA DE PERFUMES E;07891033945108;BOTIK BALM LAB HID AC/HIALUR V2 32g;2,000;56,86;28,43;22,22;0,00;0,00;34,64;60,92;155,90;1,05;95,02;C;;
