CICLO,CP,LOJA,REGIONAL,UF,CANAL,SKU,PRODUTO,UN DO MATERIAL,CATEGORIA,SUB CATEGORIA,CAMPANHA,MARCA,COLABORE,VOLUME PEDIDO SUGESTÃO,VOLUME PEDIDO COLOCADO,GIRO (%),VOLUME PEDIDO FATURADO,LOCAL
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,52052,CELEBRE DES COL MASC AGORA 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,52055,CELEBRE DES COL MASC AGORA PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,52055,CELEBRE DES COL MASC AGORA PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,52055,CELEBRE DES COL MASC AGORA PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,52055,CELEBRE DES COL MASC AGORA PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,52055,CELEBRE DES COL MASC AGORA PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,CELEBRE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,52896,ARBO DES COL VERDE PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,52896,ARBO DES COL VERDE PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,52896,ARBO DES COL VERDE PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,52896,ARBO DES COL VERDE PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,52896,ARBO DES COL VERDE PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53346,NSPA LOC DES HID CPO LILAC 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,2,0.00%,2,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53346,NSPA LOC DES HID CPO LILAC 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,7,0.00%,5,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53346,NSPA LOC DES HID CPO LILAC 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,7,0.00%,5,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53346,NSPA LOC DES HID CPO LILAC 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,9,0.00%,7,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53346,NSPA LOC DES HID CPO LILAC 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,16,0.00%,12,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53353,NSPA DES COL BDY SPLSH LILAC 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,1,0.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53353,NSPA DES COL BDY SPLSH LILAC 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,1,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53353,NSPA DES COL BDY SPLSH LILAC 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,3,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53353,NSPA DES COL BDY SPLSH LILAC 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,1,0.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53353,NSPA DES COL BDY SPLSH LILAC 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,2,0.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53410,REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml,BOT,SABONETE CORPO,CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53410,REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml,BOT,SABONETE CORPO,CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53410,REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml,BOT,SABONETE CORPO,CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,3,100.00%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53410,REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml,BOT,SABONETE CORPO,CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53410,REF NSPA SAB LIQ CPO PERF AMEI/NEG 200ml,BOT,SABONETE CORPO,CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,3,0.00%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,3,33.33%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53416,LIZ CR DES HID CPO INTENSO 250g,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,FLASH PROMO BOT C12'26,LIZ,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53459,BOTIK PR SOL FAC FPS 80 AC/HIAL PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53459,BOTIK PR SOL FAC FPS 80 AC/HIAL PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53459,BOTIK PR SOL FAC FPS 80 AC/HIAL PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53459,BOTIK PR SOL FAC FPS 80 AC/HIAL PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53459,BOTIK PR SOL FAC FPS 80 AC/HIAL PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24617,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,3,3,0.00%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,7,3,0.00%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,7,7,0.00%,7,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,6,6,16.67%,6,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,6,6,0.00%,6,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,53725,BOTI BABY FRASQUEIRA PURO CUIDADO PES,BOT,ACESSÓRIOS,ORGANIZADOR COSTURÁVEL,BOLETO PROMOCIONAL BOT C12'26,BOTI BABY,Não,9,9,0.00%,9,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,54150,MALBEC DES COL ICON 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,5,100.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,54150,MALBEC DES COL ICON 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,54150,MALBEC DES COL ICON 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,3,0.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,54150,MALBEC DES COL ICON 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,7,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,54150,MALBEC DES COL ICON 100ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,4,0.00%,4,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,54152,MALBEC DES COL ICON PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,54152,MALBEC DES COL ICON PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,54152,MALBEC DES COL ICON PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,54152,MALBEC DES COL ICON PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,54152,MALBEC DES COL ICON PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,55357,MALBEC EDP 90ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,55357,MALBEC EDP 90ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,25,48.00%,25,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,55357,MALBEC EDP 90ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,55357,MALBEC EDP 90ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,55357,MALBEC EDP 90ml,BOT,PERFUMARIA,PERFUMARIA MASCULINA,OMNICHANNEL C202612,MALBEC,Não,3,1,100.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,55358,MALBEC EDP PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,55358,MALBEC EDP PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,55358,MALBEC EDP PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,55358,MALBEC EDP PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,55358,MALBEC EDP PRM 10ml,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,MALBEC,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,55374,ARBO DES COL ATLANTICA PRM 10ML,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,55374,ARBO DES COL ATLANTICA PRM 10ML,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,55374,ARBO DES COL ATLANTICA PRM 10ML,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,55374,ARBO DES COL ATLANTICA PRM 10ML,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,55374,ARBO DES COL ATLANTICA PRM 10ML,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,ARBO,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,55408,BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,55408,BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,55408,BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,55408,BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,55408,BOTIK CR N FIR ROST/PESC RES/SIL PRM 10g,BOT,SUPORTE À VENDA,PRM,OMNICHANNEL C202612,BOTIK,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,56805,MATCH COND SCIENCE RECONSTRUCAO 280ml,BOT,CABELOS,CONDICIONADOR,OMNICHANNEL C202612,MATCH,Não,3,1,200.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,56805,MATCH COND SCIENCE RECONSTRUCAO 280ml,BOT,CABELOS,CONDICIONADOR,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,56805,MATCH COND SCIENCE RECONSTRUCAO 280ml,BOT,CABELOS,CONDICIONADOR,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,56805,MATCH COND SCIENCE RECONSTRUCAO 280ml,BOT,CABELOS,CONDICIONADOR,OMNICHANNEL C202612,MATCH,Não,3,3,0.00%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,56805,MATCH COND SCIENCE RECONSTRUCAO 280ml,BOT,CABELOS,CONDICIONADOR,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,56819,MATCH SHAMP SCIENCE RECONSTRUCAO 300ml,BOT,CABELOS,SHAMPOO/PRÉ-SHAMPOO,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,56819,MATCH SHAMP SCIENCE RECONSTRUCAO 300ml,BOT,CABELOS,SHAMPOO/PRÉ-SHAMPOO,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,56819,MATCH SHAMP SCIENCE RECONSTRUCAO 300ml,BOT,CABELOS,SHAMPOO/PRÉ-SHAMPOO,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,56819,MATCH SHAMP SCIENCE RECONSTRUCAO 300ml,BOT,CABELOS,SHAMPOO/PRÉ-SHAMPOO,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,56819,MATCH SHAMP SCIENCE RECONSTRUCAO 300ml,BOT,CABELOS,SHAMPOO/PRÉ-SHAMPOO,OMNICHANNEL C202612,MATCH,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,57829,NSPA LOC DES AVELUD CPO CER/ROUGE 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,2,0.00%,2,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,57829,NSPA LOC DES AVELUD CPO CER/ROUGE 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,2,0.00%,2,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,57829,NSPA LOC DES AVELUD CPO CER/ROUGE 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,1,0.00%,1,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,57829,NSPA LOC DES AVELUD CPO CER/ROUGE 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,57829,NSPA LOC DES AVELUD CPO CER/ROUGE 400ml,BOT,CUIDADOS COM A PELE,CUIDADOS COM O CORPO,OMNICHANNEL C202612,NATIVA SPA,Não,3,3,33.33%,3,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,57882,LILY DES BDY SPR LEAU/LILY BLANC 100ml,BOT,DESODORANTES,DESODORANTE FEMININO,OMNICHANNEL C202612,ESSENCE,Não,3,5,120.00%,5,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,57882,LILY DES BDY SPR LEAU/LILY BLANC 100ml,BOT,DESODORANTES,DESODORANTE FEMININO,OMNICHANNEL C202612,ESSENCE,Não,3,5,60.00%,5,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,57882,LILY DES BDY SPR LEAU/LILY BLANC 100ml,BOT,DESODORANTES,DESODORANTE FEMININO,OMNICHANNEL C202612,ESSENCE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,57882,LILY DES BDY SPR LEAU/LILY BLANC 100ml,BOT,DESODORANTES,DESODORANTE FEMININO,OMNICHANNEL C202612,ESSENCE,Não,3,5,0.00%,5,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24670,Regional NE-S,AL,LOJA,57882,LILY DES BDY SPR LEAU/LILY BLANC 100ml,BOT,DESODORANTES,DESODORANTE FEMININO,OMNICHANNEL C202612,ESSENCE,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24669,Regional NE-S,AL,LOJA,58135,NSPA DES COL BDY SPLSH CER/ROUGE 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24671,Regional NE-S,AL,LOJA,58135,NSPA DES COL BDY SPLSH CER/ROUGE 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24303,Regional NE-S,AL,LOJA,58135,NSPA DES COL BDY SPLSH CER/ROUGE 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,6,0.00%,6,INTERIOR
Ciclo 12 - 2026,10258 - CP ALCINA MARIA,24668,Regional NE-S,AL,LOJA,58135,NSPA DES COL BDY SPLSH CER/ROUGE 200ml,BOT,PERFUMARIA,PERFUMARIA FEMININA,OMNICHANNEL C202612,NATIVA SPA,Não,3,0,0.00%,0,INTERIOR
